tau,optimal_h,optimal_k,I_CS_value,optimal_I_CX
1.0,0.0,0.0,0.1,0.0
1.0,0.0,0.0,0.12,0.0
1.0,0.0,0.0,0.14,0.0
1.0,0.0,0.0,0.16,0.0
1.0,0.0,0.0,0.18,0.0
1.0,0.0,0.0,0.2,0.0
1.0,0.0,0.0,0.22,0.0
1.0,0.0,0.0,0.24,0.0
1.0,0.0,0.0,0.26,0.0
1.0,0.0,0.0,0.28,0.0
1.0,0.0,0.0,0.3,0.0
1.0,0.0,0.0,0.32,0.0
1.0,0.0,0.0,0.3400000000000001,0.0
1.0,0.0,0.0,0.36,0.0
1.0,0.0,0.0,0.38,0.0
1.0,0.0,0.0,0.4000000000000001,0.0
1.0,0.0,0.0,0.42,0.0
1.0,0.0,0.0,0.44,0.0
1.0,0.0,0.0,0.4600000000000001,0.0
1.0,0.0,0.0,0.4800000000000001,0.0
1.0,0.0,0.0,0.5000000000000001,0.0
1.0,0.0,0.0,0.5200000000000001,0.0
1.0,0.0,0.0,0.54,0.0
1.0,0.0,0.0,0.56,0.0
1.0,0.0,0.0,0.5800000000000001,0.0
1.0,0.0,0.0,0.6000000000000001,0.0
1.0,0.0,0.0,0.6200000000000001,0.0
1.0,0.0,0.0,0.6400000000000001,0.0
1.0,0.0,0.0,0.6600000000000001,0.0
1.0,0.0,0.0,0.6800000000000002,0.0
1.0,0.0,0.0,0.7000000000000002,0.0
1.0,0.0,0.0,0.7200000000000001,0.0
1.0,0.0,0.0,0.7400000000000001,0.0
1.0,0.0,0.0,0.7600000000000001,0.0
1.0,0.0,0.0,0.7800000000000001,0.0
1.0,0.0,0.0,0.8000000000000002,0.0
1.0,0.0,0.0,0.8200000000000002,0.0
1.0,0.0,0.0,0.8400000000000002,0.0
1.0,0.0,0.0,0.8600000000000001,0.0
1.0,0.0,0.0,0.8800000000000001,0.0
1.0,0.0,0.0,0.9000000000000001,0.0
1.0,0.0,0.0,0.9200000000000002,0.0
1.0,0.0,0.0,0.9400000000000002,0.0
1.0,0.0,0.0,0.9600000000000002,0.0
1.0,0.0,0.0,0.9800000000000002,0.0
1.0,0.0,0.0,1.0000000000000002,0.0
1.0,0.0,0.0,1.0200000000000002,0.0
1.0,0.0,0.0,1.0400000000000005,0.0
1.0,0.0,0.0,1.0600000000000005,0.0
1.0,0.0,0.0,1.0800000000000003,0.0
1.0,0.0,0.0,1.1,0.0
1.0,0.0,0.0,1.12,0.0
1.0,0.0,0.0,1.14,0.0
1.0,0.0,0.0,1.16,0.0
1.0,0.0,0.0,1.1800000000000002,0.0
1.0,0.0,0.0,1.2000000000000002,0.0
1.0,0.0,0.0,1.2200000000000002,0.0
1.0,0.0,0.0,1.2400000000000002,0.0
1.0,0.0,0.0,1.2600000000000002,0.0
1.0,0.0,0.0,1.2800000000000002,0.0
1.0,0.0,0.0,1.3000000000000005,0.0
1.0,0.0,0.0,1.3200000000000005,0.0
1.0,0.0,0.0,1.3400000000000003,0.0
1.0,0.0,0.0,1.3600000000000003,0.0
1.0,0.0,0.0,1.3800000000000003,0.0
1.0,0.0,0.0,1.4000000000000004,0.0
1.0,0.0,0.0,1.4200000000000004,0.0
1.0,0.0,0.0,1.4400000000000002,0.0
1.0,0.0,0.0,1.4600000000000002,0.0
1.0,0.0,0.0,1.4800000000000002,0.0
1.0,0.0,0.0,1.5000000000000002,0.0
1.0,0.0,0.0,1.5200000000000002,0.0
1.0,0.0,0.0,1.5400000000000005,0.0
1.0,0.0,0.0,1.5600000000000005,0.0
1.0,0.0,0.0,1.5800000000000003,0.0
1.0,0.0,0.0,1.6000000000000003,0.0
1.0,0.0,0.0,1.6200000000000003,0.0
1.0,0.0,0.0,1.6400000000000003,0.0
1.0,0.0,0.0,1.6600000000000004,0.0
1.0,0.0,0.0,1.6800000000000004,0.0
1.0,0.0,0.0,1.7000000000000004,0.0
1.0,0.0,0.0,1.7200000000000004,0.0
1.0,0.0,0.0,1.7400000000000002,0.0
1.0,0.0,0.0,1.7600000000000002,0.0
1.0,0.0,0.0,1.7800000000000002,0.0
1.0,0.0,0.0,1.8000000000000005,0.0
1.0,0.0,0.0,1.8200000000000005,0.0
1.0,0.0,0.0,1.8400000000000003,0.0
1.0,0.0,0.0,1.8600000000000003,0.0
1.0,0.0,0.0,1.8800000000000003,0.0
1.0,0.0,0.0,1.9000000000000004,0.0
1.0,0.0,0.0,1.9200000000000004,0.0
1.0,0.0,0.0,1.9400000000000004,0.0
1.0,0.0,0.0,1.9600000000000004,0.0
1.0,0.0,0.0,1.9800000000000004,0.0
1.0,0.0,0.0,2.0000000000000004,0.0
1.0,0.0,0.0,2.0200000000000005,0.0
1.0,0.0,0.0,2.0400000000000005,0.0
1.0,0.0,0.0,2.0600000000000005,0.0
1.0,0.0,0.0,2.0800000000000005,0.0
1.0,0.0,0.0,2.1000000000000005,0.0
1.0,0.0,0.0,2.120000000000001,0.0
1.0,0.0,0.0,2.140000000000001,0.0
1.0,0.0,0.0,2.1600000000000006,0.0
1.0,0.0,0.0,2.1800000000000006,0.0
1.0,0.0,0.0,2.2000000000000006,0.0
1.0,0.0,0.0,2.2200000000000006,0.0
1.0,0.0,0.0,2.24,0.0
1.0,0.0,0.0,2.26,0.0
1.0,0.0,0.0,2.28,0.0
1.0,0.0,0.0,2.3000000000000003,0.0
1.0,0.0,0.0,2.3200000000000003,0.0
1.0,0.0,0.0,2.3400000000000003,0.0
1.0,0.0,0.0,2.3600000000000003,0.0
1.0,0.0,0.0,2.3800000000000003,0.0
1.0,0.0,0.0,2.4000000000000004,0.0
1.0,0.0,0.0,2.4200000000000004,0.0
1.0,0.0,0.0,2.4400000000000004,0.0
1.0,0.0,0.0,2.4600000000000004,0.0
